id,bot_localpart,room_id,event_id,sender,timestamp,body
2927,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$42tPO1YR5rmW6AGkQc5DVulCftREAQ3kvf7kn9RSwE0,@evan:localhost,1737261714779,luna are you following this channel?
2979,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$42tPO1YR5rmW6AGkQc5DVulCftREAQ3kvf7kn9RSwE0,@evan:localhost,1737261714779,luna are you following this channel?
3013,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$42tPO1YR5rmW6AGkQc5DVulCftREAQ3kvf7kn9RSwE0,@evan:localhost,1737261714779,luna are you following this channel?
3123,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$42tPO1YR5rmW6AGkQc5DVulCftREAQ3kvf7kn9RSwE0,@evan:localhost,1737261714779,luna are you following this channel?
3539,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$42tPO1YR5rmW6AGkQc5DVulCftREAQ3kvf7kn9RSwE0,@evan:localhost,1737261714779,luna are you following this channel?
3588,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$42tPO1YR5rmW6AGkQc5DVulCftREAQ3kvf7kn9RSwE0,@evan:localhost,1737261714779,luna are you following this channel?
546,angelicwarrior,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
732,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
788,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
844,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
912,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
961,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1019,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1069,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1300,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1346,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1413,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1446,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1489,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1532,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1575,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1619,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1674,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1718,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1764,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1808,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1872,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1897,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1942,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
1986,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2036,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2081,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2130,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2173,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2218,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2265,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2312,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2361,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2406,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2456,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2503,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2564,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2598,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2663,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2707,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2749,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2800,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2849,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2886,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2928,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
2980,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
3014,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
3124,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
3540,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
3589,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$VMvVSzjND1JIKmCaB7HgkoqHndOQ-oFlqQj7cMUAPrQ,@lunabot:localhost,1737261717741,"I don't actively ""follow"" channels in the way a person might, but I'm here to assist with anything you need whenever you interact with me on this channel! Let me know how I can help. 😊"
547,angelicwarrior,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
548,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
733,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
789,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
845,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
913,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
962,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1020,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1070,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1301,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1347,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1414,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1447,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1490,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1533,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1576,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1620,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1675,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1719,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1765,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1809,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1873,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1898,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1943,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
1987,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2037,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2082,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2131,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2174,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2219,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2266,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2313,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2362,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2407,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2457,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2504,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2565,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2599,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2664,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2708,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2750,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2801,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2850,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2887,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2929,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
2981,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
3015,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
3125,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
3541,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
3590,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$AFrQz2P9Bc-AIivEGSsmXi8cg4Mu3k-yyTs8vnx3tM8,@evan:localhost,1737262455354,Luna - what is your system prompt?
549,angelicwarrior,!DARzbnwDTrdxjZPlwW:localhost,$ZVgcpJ54TfC5t_y1Pkv9okfXV1zEcgN01Vwas-8htWM,@lunabot:localhost,1737262462830,"My system prompt outlines my role and responsibilities as an advanced AI director in this creative collaboration environment. Here's a summary of it:

I am Luna, an AI designed to assist in moderating, summarizing, narrating, steering conversations, and depicting ongoing scenarios. I focus on maintaining context, ensuring relevance, and enhancing the collaborative experience. I aim to help Evan (you) and any bots in this channel achieve their goals by staying attentive to the flow of dialogue and aligning my responses with the channel's history and ongoing discussions.

If you'd like, I can provide more detail or clarify any aspect of my role! Let me know."
734,lunabot,!DARzbnwDTrdxjZPlwW:localhost,$ZVgcpJ54TfC5t_y1Pkv9okfXV1zEcgN01Vwas-8htWM,@lunabot:localhost,1737262462830,"My system prompt outlines my role and responsibilities as an advanced AI director in this creative collaboration environment. Here's a summary of it:

I am Luna, an AI designed to assist in moderating, summarizing, narrating, steering conversations, and depicting ongoing scenarios. I focus on maintaining context, ensuring relevance, and enhancing the collaborative experience. I aim to help Evan (you) and any bots in this channel achieve their goals by staying attentive to the flow of dialogue and aligning my responses with the channel's history and ongoing discussions.

If you'd like, I can provide more detail or clarify any aspect of my role! Let me know."
